transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount
TXN002756,CUST00006,PROD0059,2024-09-01,4,152.02,608.08
TXN002757,CUST00291,PROD0012,2024-09-28,1,175.92,175.92
TXN002758,CUST00417,PROD0015,2025-02-22,1,20.76,20.76
TXN002759,CUST00093,PROD0073,2024-11-17,1,69.68,69.68
TXN002760,CUST00336,PROD0063,2024-08-25,3,34.65,103.95
TXN002761,CUST00246,PROD0169,2024-12-08,1,134.75,134.75
TXN002762,CUST00129,PROD0140,2025-05-21,2,104.04,208.08
TXN002763,CUST00460,PROD0057,2024-12-29,4,145.5,582.0
TXN002764,CUST00400,PROD0142,2024-12-24,3,175.1,525.3
TXN002765,CUST00270,PROD0069,2025-02-24,3,142.58,427.74
TXN002766,CUST00054,PROD0014,2024-10-15,3,181.08,543.24
TXN002767,CUST00487,PROD0160,2024-07-03,4,63.16,252.64
TXN002768,CUST00467,PROD0036,2025-03-17,5,53.8,269.0
TXN002769,CUST00108,PROD0032,2024-09-19,3,147.73,443.19
TXN002770,CUST00019,PROD0061,2025-04-18,4,133.48,533.92
TXN002771,CUST00488,PROD0030,2024-11-09,1,104.79,104.79
TXN002772,CUST00139,PROD0072,2025-06-12,5,82.99,414.95
TXN002773,CUST00031,PROD0072,2025-05-17,5,82.95,414.75
TXN002774,CUST00442,PROD0098,2025-06-20,4,94.36,377.44
TXN002775,CUST00106,PROD0098,2025-03-07,2,135.39,270.78
TXN002776,CUST00027,PROD0170,2024-09-30,3,15.95,47.85
TXN002777,CUST00480,PROD0007,2025-01-02,5,153.35,766.75
TXN002778,CUST00473,PROD0068,2025-01-08,5,51.14,255.7
TXN002779,CUST00175,PROD0186,2025-06-15,5,92.47,462.35
TXN002780,CUST00401,PROD0187,2024-11-23,1,163.41,163.41
TXN002781,CUST00199,PROD0185,2024-09-19,3,173.12,519.36
TXN002782,CUST00238,PROD0109,2024-09-29,5,146.65,733.25
TXN002783,CUST00134,PROD0042,2024-10-07,4,98.79,395.16
TXN002784,CUST00068,PROD0004,2025-02-28,3,161.92,485.76
TXN002785,CUST00044,PROD0064,2025-02-09,5,66.21,331.05
TXN002786,CUST00203,PROD0010,2024-09-10,5,62.11,310.55
TXN002787,CUST00338,PROD0065,2025-02-12,5,12.34,61.7
TXN002788,CUST00292,PROD0170,2025-01-23,3,168.84,506.52
TXN002789,CUST00228,PROD0119,2025-03-30,1,93.58,93.58
TXN002790,CUST00019,PROD0092,2024-11-03,4,131.17,524.68
TXN002791,CUST00112,PROD0105,2024-09-18,1,120.12,120.12
TXN002792,CUST00142,PROD0157,2025-05-20,5,69.67,348.35
TXN002793,CUST00226,PROD0047,2025-05-28,3,155.54,466.62
TXN002794,CUST00133,PROD0127,2025-02-08,2,53.21,106.42
TXN002795,CUST00076,PROD0159,2025-04-01,1,54.21,54.21
TXN002796,CUST00020,PROD0048,2024-07-29,5,173.51,867.55
TXN002797,CUST00163,PROD0011,2024-09-06,5,146.3,731.5
TXN002798,CUST00488,PROD0183,2025-05-29,3,195.3,585.9
TXN002799,CUST00348,PROD0091,2025-06-21,5,146.48,732.4
TXN002800,CUST00121,PROD0090,2024-08-26,1,24.72,24.72
TXN002801,CUST00058,PROD0131,2024-11-14,1,55.03,55.03
TXN002802,CUST00293,PROD0096,2025-01-14,4,23.56,94.24
TXN002803,CUST00449,PROD0073,2024-11-23,2,14.69,29.38
TXN002804,CUST00404,PROD0093,2024-08-23,3,195.27,585.81
TXN002805,CUST00192,PROD0121,2024-07-31,3,128.16,384.48
TXN002806,CUST00189,PROD0012,2025-04-08,3,186.76,560.28
TXN002807,CUST00014,PROD0028,2024-08-31,5,50.18,250.9
TXN002808,CUST00262,PROD0184,2025-01-20,5,158.86,794.3
TXN002809,CUST00177,PROD0056,2024-06-30,4,167.84,671.36
TXN002810,CUST00337,PROD0186,2025-06-13,2,82.41,164.82
TXN002811,CUST00041,PROD0020,2024-08-01,2,117.43,234.86
TXN002812,CUST00323,PROD0141,2024-09-08,4,112.4,449.6
TXN002813,CUST00434,PROD0136,2025-04-28,1,125.35,125.35
TXN002814,CUST00269,PROD0134,2024-07-27,4,70.22,280.88
TXN002815,CUST00429,PROD0148,2025-03-22,3,183.1,549.3
TXN002816,CUST00125,PROD0197,2025-01-12,3,53.87,161.61
TXN002817,CUST00384,PROD0030,2025-01-19,2,94.55,189.1
TXN002818,CUST00186,PROD0021,2024-12-02,3,116.49,349.47
TXN002819,CUST00469,PROD0093,2025-05-21,4,124.99,499.96
TXN002820,CUST00403,PROD0108,2024-11-12,2,118.18,236.36
TXN002821,CUST00474,PROD0138,2025-04-26,2,157.53,315.06
TXN002822,CUST00346,PROD0150,2024-12-03,2,125.05,250.1
TXN002823,CUST00175,PROD0081,2025-02-03,1,25.49,25.49
TXN002824,CUST00259,PROD0038,2024-11-26,5,103.9,519.5
TXN002825,CUST00461,PROD0047,2025-03-20,4,12.95,51.8
TXN002826,CUST00215,PROD0068,2025-04-29,5,145.16,725.8
TXN002827,CUST00381,PROD0026,2024-11-01,2,175.2,350.4
TXN002828,CUST00013,PROD0177,2024-11-21,2,198.09,396.18
TXN002829,CUST00264,PROD0136,2025-04-23,4,181.81,727.24
TXN002830,CUST00066,PROD0103,2024-12-30,5,55.87,279.35
TXN002831,CUST00061,PROD0087,2025-01-30,3,122.38,367.14
TXN002832,CUST00056,PROD0185,2024-08-18,1,24.01,24.01
TXN002833,CUST00487,PROD0115,2024-12-30,4,129.86,519.44
TXN002834,CUST00149,PROD0194,2024-11-18,4,143.02,572.08
TXN002835,CUST00371,PROD0197,2025-03-28,5,184.1,920.5
TXN002836,CUST00043,PROD0039,2024-10-12,1,122.78,122.78
TXN002837,CUST00346,PROD0167,2024-12-22,4,82.08,328.32
TXN002838,CUST00091,PROD0131,2024-11-17,5,63.07,315.35
TXN002839,CUST00119,PROD0077,2025-05-11,4,74.81,299.24
TXN002840,CUST00266,PROD0135,2024-09-14,5,106.56,532.8
TXN002841,CUST00147,PROD0083,2024-11-23,4,70.53,282.12
TXN002842,CUST00489,PROD0037,2025-03-30,1,164.66,164.66
TXN002843,CUST00221,PROD0133,2025-03-14,3,119.28,357.84
TXN002844,CUST00161,PROD0026,2024-08-18,3,64.11,192.33
TXN002845,CUST00148,PROD0071,2025-04-30,4,93.39,373.56
TXN002846,CUST00148,PROD0067,2025-04-04,5,153.16,765.8
TXN002847,CUST00342,PROD0072,2025-03-03,2,28.24,56.48
TXN002848,CUST00430,PROD0131,2024-09-20,2,15.2,30.4
TXN002849,CUST00492,PROD0139,2025-06-09,5,161.81,809.05
TXN002850,CUST00251,PROD0007,2025-06-26,3,48.6,145.8
TXN002851,CUST00219,PROD0188,2024-09-10,4,108.97,435.88
TXN002852,CUST00152,PROD0029,2024-11-09,1,94.44,94.44
TXN002853,CUST00253,PROD0068,2024-11-20,1,174.26,174.26
TXN002854,CUST00375,PROD0172,2025-02-07,1,194.0,194.0
TXN002855,CUST00382,PROD0057,2025-05-20,1,72.15,72.15
TXN002856,CUST00172,PROD0071,2024-10-13,4,129.82,519.28
TXN002857,CUST00345,PROD0199,2024-10-10,1,144.29,144.29
TXN002858,CUST00457,PROD0010,2025-01-19,4,29.08,116.32
TXN002859,CUST00407,PROD0134,2024-07-03,3,46.18,138.54
TXN002860,CUST00339,PROD0161,2024-09-17,1,190.34,190.34
TXN002861,CUST00005,PROD0063,2024-08-12,2,121.41,242.82
TXN002862,CUST00345,PROD0051,2025-03-09,3,99.32,297.96
TXN002863,CUST00417,PROD0048,2024-10-24,4,63.69,254.76
TXN002864,CUST00326,PROD0023,2025-03-20,5,172.86,864.3
TXN002865,CUST00002,PROD0112,2025-03-12,1,103.23,103.23
TXN002866,CUST00107,PROD0182,2024-08-21,2,17.37,34.74
TXN002867,CUST00135,PROD0158,2024-07-12,4,129.9,519.6
TXN002868,CUST00327,PROD0090,2025-03-01,4,110.79,443.16
TXN002869,CUST00450,PROD0077,2025-03-29,2,176.26,352.52
TXN002870,CUST00249,PROD0126,2024-07-22,4,123.59,494.36
TXN002871,CUST00247,PROD0076,2024-09-24,1,51.6,51.6
TXN002872,CUST00215,PROD0115,2025-02-02,3,57.01,171.03
TXN002873,CUST00060,PROD0046,2024-11-24,4,191.7,766.8
TXN002874,CUST00059,PROD0089,2024-07-26,4,143.92,575.68
TXN002875,CUST00431,PROD0126,2024-10-25,5,88.28,441.4
TXN002876,CUST00015,PROD0075,2025-03-01,3,106.42,319.26
TXN002877,CUST00032,PROD0144,2024-12-02,3,59.7,179.1
TXN002878,CUST00211,PROD0101,2025-01-18,4,90.79,363.16
TXN002879,CUST00468,PROD0014,2025-02-16,3,102.25,306.75
TXN002880,CUST00174,PROD0163,2025-03-09,1,68.62,68.62
TXN002881,CUST00114,PROD0147,2024-12-02,2,111.84,223.68
TXN002882,CUST00057,PROD0158,2024-08-13,5,72.64,363.2
TXN002883,CUST00277,PROD0006,2024-08-24,1,162.46,162.46
TXN002884,CUST00400,PROD0181,2025-05-14,3,183.32,549.96
TXN002885,CUST00033,PROD0168,2024-09-19,1,108.54,108.54
TXN002886,CUST00275,PROD0051,2024-12-26,2,169.25,338.5
TXN002887,CUST00441,PROD0184,2024-12-09,2,65.14,130.28
TXN002888,CUST00467,PROD0096,2025-04-08,3,88.55,265.65
TXN002889,CUST00376,PROD0064,2024-09-19,1,16.85,16.85
TXN002890,CUST00387,PROD0135,2025-06-19,1,105.28,105.28
TXN002891,CUST00022,PROD0041,2024-10-24,3,67.28,201.84
TXN002892,CUST00324,PROD0198,2025-03-04,2,16.42,32.84
TXN002893,CUST00417,PROD0097,2025-04-27,4,34.93,139.72
TXN002894,CUST00442,PROD0022,2025-02-11,1,24.04,24.04
TXN002895,CUST00391,PROD0188,2024-07-04,4,13.83,55.32
TXN002896,CUST00310,PROD0039,2024-09-25,1,149.82,149.82
TXN002897,CUST00100,PROD0156,2024-12-11,3,159.11,477.33
TXN002898,CUST00263,PROD0191,2024-11-24,1,67.41,67.41
TXN002899,CUST00104,PROD0026,2024-11-07,3,194.16,582.48
TXN002900,CUST00242,PROD0097,2024-09-07,3,91.61,274.83
TXN002901,CUST00496,PROD0105,2025-03-08,5,62.93,314.65
TXN002902,CUST00465,PROD0180,2025-02-04,5,106.25,531.25
TXN002903,CUST00009,PROD0128,2024-12-16,4,190.78,763.12
TXN002904,CUST00366,PROD0028,2024-09-23,4,52.57,210.28
TXN002905,CUST00204,PROD0198,2025-06-17,2,94.95,189.9
TXN002906,CUST00289,PROD0028,2024-10-28,3,73.16,219.48
TXN002907,CUST00500,PROD0022,2024-08-11,1,116.57,116.57
TXN002908,CUST00443,PROD0126,2025-03-15,5,57.49,287.45
TXN002909,CUST00207,PROD0158,2025-04-18,4,109.45,437.8
TXN002910,CUST00390,PROD0060,2024-09-12,1,155.81,155.81
TXN002911,CUST00211,PROD0080,2025-02-20,3,168.52,505.56
TXN002912,CUST00165,PROD0177,2025-06-11,5,123.76,618.8
TXN002913,CUST00138,PROD0177,2025-06-27,2,153.46,306.92
TXN002914,CUST00280,PROD0128,2024-10-22,3,192.3,576.9
TXN002915,CUST00165,PROD0119,2025-03-01,4,107.74,430.96
TXN002916,CUST00472,PROD0027,2025-05-19,4,142.86,571.44
TXN002917,CUST00066,PROD0194,2024-12-19,1,40.8,40.8
TXN002918,CUST00086,PROD0051,2025-04-28,4,175.25,701.0
TXN002919,CUST00020,PROD0109,2025-05-02,4,42.44,169.76
TXN002920,CUST00250,PROD0036,2024-10-04,5,89.45,447.25
TXN002921,CUST00152,PROD0031,2025-06-25,4,199.19,796.76
TXN002922,CUST00139,PROD0134,2024-07-18,3,126.87,380.61
TXN002923,CUST00289,PROD0167,2024-12-21,2,36.89,73.78
TXN002924,CUST00351,PROD0053,2024-10-05,5,190.88,954.4
TXN002925,CUST00266,PROD0155,2024-12-21,3,99.7,299.1
TXN002926,CUST00480,PROD0085,2025-03-14,2,41.21,82.42
TXN002927,CUST00006,PROD0082,2024-10-30,4,44.05,176.2
TXN002928,CUST00035,PROD0002,2024-11-01,3,143.28,429.84
TXN002929,CUST00356,PROD0025,2025-03-19,5,97.13,485.65
TXN002930,CUST00032,PROD0160,2025-05-12,4,122.95,491.8
TXN002931,CUST00180,PROD0163,2025-05-26,5,177.84,889.2
TXN002932,CUST00322,PROD0004,2025-01-04,2,62.17,124.34
TXN002933,CUST00300,PROD0187,2024-11-23,3,79.78,239.34
TXN002934,CUST00479,PROD0066,2024-12-05,5,112.79,563.95
TXN002935,CUST00104,PROD0020,2024-07-27,5,38.96,194.8
TXN002936,CUST00144,PROD0046,2025-03-11,3,117.1,351.3
TXN002937,CUST00409,PROD0134,2025-04-26,5,132.52,662.6
TXN002938,CUST00170,PROD0148,2024-12-15,5,124.91,624.55
TXN002939,CUST00343,PROD0122,2024-08-18,2,41.94,83.88
TXN002940,CUST00111,PROD0024,2025-03-03,5,37.83,189.15
TXN002941,CUST00244,PROD0001,2025-04-06,3,24.78,74.34
TXN002942,CUST00071,PROD0131,2025-06-03,4,90.83,363.32
TXN002943,CUST00168,PROD0078,2024-10-31,5,154.4,772.0
TXN002944,CUST00287,PROD0101,2025-02-26,4,157.04,628.16
TXN002945,CUST00243,PROD0091,2024-07-03,3,169.34,508.02
TXN002946,CUST00272,PROD0021,2025-01-18,5,170.02,850.1
TXN002947,CUST00485,PROD0163,2025-04-05,3,145.16,435.48
TXN002948,CUST00287,PROD0114,2024-11-18,4,142.07,568.28
TXN002949,CUST00351,PROD0031,2025-02-21,5,180.95,904.75
TXN002950,CUST00179,PROD0046,2024-07-31,1,174.57,174.57
TXN002951,CUST00395,PROD0172,2024-11-03,3,148.41,445.23
TXN002952,CUST00316,PROD0144,2025-03-12,2,82.67,165.34
TXN002953,CUST00478,PROD0192,2025-03-30,1,47.21,47.21
TXN002954,CUST00270,PROD0050,2024-12-27,1,121.38,121.38
TXN002955,CUST00049,PROD0095,2025-01-12,3,105.53,316.59
TXN002956,CUST00311,PROD0070,2025-06-23,1,132.97,132.97
TXN002957,CUST00246,PROD0102,2024-08-05,1,199.19,199.19
TXN002958,CUST00130,PROD0071,2024-07-04,1,194.52,194.52
TXN002959,CUST00442,PROD0184,2025-06-14,4,199.47,797.88
TXN002960,CUST00233,PROD0126,2024-08-10,2,99.96,199.92
TXN002961,CUST00385,PROD0140,2024-08-02,1,17.26,17.26
TXN002962,CUST00314,PROD0183,2025-06-15,2,144.07,288.14
TXN002963,CUST00446,PROD0034,2025-03-31,1,89.72,89.72
TXN002964,CUST00029,PROD0114,2025-04-29,1,69.7,69.7
TXN002965,CUST00143,PROD0050,2024-09-24,5,150.12,750.6
TXN002966,CUST00429,PROD0173,2025-01-10,3,180.57,541.71
TXN002967,CUST00464,PROD0151,2025-04-04,3,108.1,324.3
TXN002968,CUST00207,PROD0107,2024-07-24,1,22.34,22.34
TXN002969,CUST00076,PROD0187,2024-10-16,3,25.95,77.85
TXN002970,CUST00023,PROD0071,2024-11-14,5,47.75,238.75
TXN002971,CUST00210,PROD0045,2024-10-14,1,69.12,69.12
TXN002972,CUST00180,PROD0031,2024-09-15,3,98.59,295.77
TXN002973,CUST00045,PROD0145,2024-07-08,4,26.75,107.0
TXN002974,CUST00094,PROD0187,2025-05-14,1,45.28,45.28
TXN002975,CUST00321,PROD0006,2024-08-31,2,159.86,319.72
TXN002976,CUST00327,PROD0096,2025-03-10,4,25.44,101.76
TXN002977,CUST00158,PROD0175,2025-02-23,2,152.01,304.02
TXN002978,CUST00159,PROD0014,2025-04-23,4,144.12,576.48
TXN002979,CUST00143,PROD0036,2025-03-30,5,69.95,349.75
TXN002980,CUST00428,PROD0049,2025-03-06,3,177.88,533.64
TXN002981,CUST00152,PROD0067,2025-03-31,4,60.26,241.04
TXN002982,CUST00182,PROD0149,2024-10-22,3,76.28,228.84
TXN002983,CUST00268,PROD0116,2024-08-05,2,16.98,33.96
TXN002984,CUST00198,PROD0040,2024-09-03,5,118.06,590.3
TXN002985,CUST00223,PROD0089,2024-07-05,3,49.41,148.23
TXN002986,CUST00496,PROD0129,2024-07-06,5,167.67,838.35
TXN002987,CUST00047,PROD0132,2025-02-12,2,59.06,118.12
TXN002988,CUST00134,PROD0009,2024-11-02,1,108.24,108.24
TXN002989,CUST00096,PROD0122,2024-08-10,2,98.78,197.56
TXN002990,CUST00191,PROD0145,2025-01-15,4,135.08,540.32
TXN002991,CUST00166,PROD0180,2025-06-12,1,129.6,129.6
TXN002992,CUST00082,PROD0108,2025-06-25,4,73.6,294.4
TXN002993,CUST00463,PROD0026,2024-08-02,2,183.5,367.0
TXN002994,CUST00084,PROD0120,2025-01-24,5,45.37,226.85
TXN002995,CUST00225,PROD0158,2025-06-18,4,122.78,491.12
TXN002996,CUST00223,PROD0188,2024-07-09,4,99.98,399.92
TXN002997,CUST00130,PROD0186,2025-02-25,3,124.18,372.54
TXN002998,CUST00348,PROD0103,2024-10-25,3,17.62,52.86
TXN002999,CUST00391,PROD0130,2025-03-02,1,89.99,89.99
TXN003000,CUST00489,PROD0148,2025-02-12,4,122.68,490.72
TXN003001,CUST00263,PROD0043,2025-04-07,3,178.45,535.35
TXN003002,CUST00483,PROD0135,2024-07-07,2,190.78,381.56
TXN003003,CUST00385,PROD0036,2024-09-12,2,136.05,272.1
TXN003004,CUST00497,PROD0024,2025-06-02,3,160.64,481.92
TXN003005,CUST00411,PROD0089,2025-04-18,4,85.24,340.96
TXN003006,CUST00001,PROD0169,2024-11-06,2,48.08,96.16
TXN003007,CUST00155,PROD0079,2025-04-02,1,45.07,45.07
TXN003008,CUST00224,PROD0024,2025-03-17,2,39.29,78.58
TXN003009,CUST00433,PROD0199,2024-09-18,3,10.94,32.82
TXN003010,CUST00177,PROD0026,2025-04-09,4,114.47,457.88
TXN003011,CUST00358,PROD0055,2024-12-10,4,137.0,548.0
TXN003012,CUST00362,PROD0063,2024-11-04,1,83.64,83.64
TXN003013,CUST00391,PROD0035,2025-01-18,4,156.92,627.68
TXN003014,CUST00420,PROD0173,2025-02-05,4,123.42,493.68
TXN003015,CUST00037,PROD0089,2024-09-29,4,137.28,549.12
TXN003016,CUST00014,PROD0057,2024-09-02,5,43.85,219.25
TXN003017,CUST00189,PROD0093,2025-03-01,3,105.28,315.84
TXN003018,CUST00313,PROD0154,2025-06-29,4,183.77,735.08
TXN003019,CUST00118,PROD0036,2024-08-03,4,45.71,182.84
TXN003020,CUST00155,PROD0112,2025-03-13,1,74.52,74.52
TXN003021,CUST00093,PROD0109,2024-07-30,2,64.14,128.28
TXN003022,CUST00346,PROD0124,2024-12-13,1,59.59,59.59
TXN003023,CUST00092,PROD0042,2024-11-26,4,139.64,558.56
TXN003024,CUST00239,PROD0022,2025-05-06,3,140.35,421.05
TXN003025,CUST00336,PROD0104,2025-05-09,1,40.57,40.57
TXN003026,CUST00295,PROD0130,2025-04-25,4,140.4,561.6
TXN003027,CUST00249,PROD0168,2025-06-24,4,90.27,361.08
TXN003028,CUST00156,PROD0109,2025-06-02,3,150.99,452.97
TXN003029,CUST00310,PROD0116,2025-05-01,5,80.84,404.2
TXN003030,CUST00365,PROD0086,2024-10-30,5,194.64,973.2
TXN003031,CUST00403,PROD0046,2025-05-03,4,111.03,444.12
TXN003032,CUST00446,PROD0173,2024-12-15,1,38.57,38.57
TXN003033,CUST00486,PROD0182,2025-01-08,5,58.99,294.95
TXN003034,CUST00417,PROD0158,2024-10-09,4,92.63,370.52
TXN003035,CUST00145,PROD0011,2024-11-04,1,174.9,174.9
TXN003036,CUST00188,PROD0013,2024-11-06,5,140.41,702.05
TXN003037,CUST00218,PROD0087,2025-02-20,3,155.7,467.1
TXN003038,CUST00278,PROD0069,2025-06-17,2,65.72,131.44
TXN003039,CUST00009,PROD0115,2024-11-28,3,66.56,199.68
TXN003040,CUST00306,PROD0029,2025-06-11,3,149.06,447.18
TXN003041,CUST00379,PROD0102,2024-09-30,2,43.29,86.58
TXN003042,CUST00049,PROD0033,2024-09-29,2,130.25,260.5
TXN003043,CUST00458,PROD0071,2024-11-21,3,194.65,583.95
TXN003044,CUST00317,PROD0063,2024-07-12,5,118.12,590.6
TXN003045,CUST00040,PROD0084,2025-06-09,3,17.27,51.81
TXN003046,CUST00371,PROD0164,2024-08-22,1,82.56,82.56
TXN003047,CUST00173,PROD0164,2025-05-20,3,90.28,270.84
TXN003048,CUST00095,PROD0192,2025-06-18,3,147.1,441.3
TXN003049,CUST00429,PROD0111,2025-05-20,1,160.79,160.79
TXN003050,CUST00134,PROD0078,2024-09-10,5,107.67,538.35
TXN003051,CUST00356,PROD0013,2025-02-25,3,118.93,356.79
TXN003052,CUST00390,PROD0112,2025-03-11,3,151.91,455.73
TXN003053,CUST00142,PROD0129,2025-03-26,1,124.88,124.88
TXN003054,CUST00348,PROD0073,2025-03-29,3,10.96,32.88
TXN003055,CUST00010,PROD0107,2025-03-15,2,62.21,124.42
TXN003056,CUST00307,PROD0163,2024-11-05,3,28.46,85.38
TXN003057,CUST00010,PROD0182,2025-03-06,3,52.0,156.0
TXN003058,CUST00148,PROD0187,2024-08-20,5,167.13,835.65
TXN003059,CUST00216,PROD0163,2024-09-01,5,72.46,362.3
TXN003060,CUST00244,PROD0143,2024-12-12,1,75.16,75.16
TXN003061,CUST00178,PROD0114,2025-01-17,2,97.77,195.54
TXN003062,CUST00108,PROD0137,2024-10-17,2,137.87,275.74
TXN003063,CUST00207,PROD0009,2025-02-19,5,193.87,969.35
TXN003064,CUST00250,PROD0144,2024-08-10,3,25.79,77.37
TXN003065,CUST00190,PROD0078,2024-10-01,3,152.66,457.98
TXN003066,CUST00346,PROD0120,2024-11-10,1,39.62,39.62
TXN003067,CUST00086,PROD0160,2024-09-03,3,117.33,351.99
TXN003068,CUST00392,PROD0006,2024-11-29,3,115.72,347.16
TXN003069,CUST00121,PROD0097,2024-10-21,5,35.02,175.1
TXN003070,CUST00486,PROD0032,2024-08-23,1,85.19,85.19
TXN003071,CUST00057,PROD0147,2025-03-13,3,43.94,131.82
TXN003072,CUST00393,PROD0200,2025-04-09,4,114.51,458.04
TXN003073,CUST00385,PROD0056,2024-12-31,4,181.09,724.36
TXN003074,CUST00164,PROD0198,2025-02-07,3,129.75,389.25
TXN003075,CUST00453,PROD0176,2024-07-24,3,105.44,316.32
TXN003076,CUST00201,PROD0058,2024-09-30,4,104.02,416.08
TXN003077,CUST00147,PROD0116,2024-11-04,2,185.54,371.08
TXN003078,CUST00205,PROD0074,2025-03-31,1,111.21,111.21
TXN003079,CUST00391,PROD0119,2025-01-09,2,139.84,279.68
TXN003080,CUST00197,PROD0149,2025-05-10,4,195.11,780.44
TXN003081,CUST00097,PROD0163,2024-12-01,1,127.59,127.59
TXN003082,CUST00313,PROD0159,2025-04-20,5,199.79,998.95
TXN003083,CUST00293,PROD0188,2024-08-27,4,189.64,758.56
TXN003084,CUST00313,PROD0064,2025-01-14,2,118.17,236.34
TXN003085,CUST00351,PROD0024,2024-10-31,3,14.32,42.96
TXN003086,CUST00453,PROD0168,2024-08-26,4,114.89,459.56
TXN003087,CUST00436,PROD0042,2025-03-23,4,80.12,320.48
TXN003088,CUST00090,PROD0121,2025-02-27,2,71.32,142.64
TXN003089,CUST00034,PROD0008,2025-01-30,2,119.74,239.48
TXN003090,CUST00126,PROD0176,2024-11-06,5,94.29,471.45
TXN003091,CUST00408,PROD0046,2025-02-26,4,105.04,420.16
TXN003092,CUST00412,PROD0155,2025-05-04,3,175.7,527.1
TXN003093,CUST00126,PROD0119,2025-04-09,1,11.31,11.31
TXN003094,CUST00350,PROD0174,2025-06-13,4,174.74,698.96
TXN003095,CUST00442,PROD0099,2024-11-01,1,158.78,158.78
TXN003096,CUST00453,PROD0184,2025-02-16,5,32.99,164.95
TXN003097,CUST00332,PROD0137,2024-08-23,1,93.32,93.32
TXN003098,CUST00150,PROD0102,2025-05-30,1,79.04,79.04
TXN003099,CUST00323,PROD0167,2024-10-11,4,91.43,365.72
TXN003100,CUST00054,PROD0038,2025-04-27,3,154.01,462.03
TXN003101,CUST00386,PROD0029,2024-09-06,2,79.63,159.26
TXN003102,CUST00174,PROD0037,2024-07-28,2,161.16,322.32
TXN003103,CUST00136,PROD0025,2025-03-14,3,131.99,395.97
TXN003104,CUST00235,PROD0182,2025-05-23,4,152.98,611.92
TXN003105,CUST00176,PROD0076,2025-02-16,4,72.83,291.32
TXN003106,CUST00359,PROD0067,2024-11-11,5,62.31,311.55
TXN003107,CUST00390,PROD0036,2025-06-11,2,109.14,218.28
TXN003108,CUST00114,PROD0095,2025-06-16,5,78.92,394.6
TXN003109,CUST00158,PROD0184,2025-01-31,2,117.85,235.7
TXN003110,CUST00244,PROD0183,2025-01-24,4,137.92,551.68
TXN003111,CUST00381,PROD0178,2025-04-11,2,37.84,75.68
TXN003112,CUST00440,PROD0099,2025-01-31,3,130.98,392.94
TXN003113,CUST00436,PROD0055,2025-06-15,5,67.56,337.8
TXN003114,CUST00007,PROD0067,2024-09-03,3,147.02,441.06
TXN003115,CUST00208,PROD0123,2024-10-08,5,181.0,905.0
TXN003116,CUST00330,PROD0040,2025-01-04,5,172.0,860.0
TXN003117,CUST00268,PROD0096,2025-01-20,4,174.43,697.72
TXN003118,CUST00332,PROD0044,2024-10-24,5,101.59,507.95
TXN003119,CUST00460,PROD0098,2024-10-25,1,137.06,137.06
TXN003120,CUST00176,PROD0058,2025-05-27,3,49.22,147.66
TXN003121,CUST00143,PROD0156,2025-04-14,1,133.5,133.5
TXN003122,CUST00256,PROD0118,2024-12-29,5,183.41,917.05
TXN003123,CUST00431,PROD0192,2025-06-23,5,180.65,903.25
TXN003124,CUST00187,PROD0171,2025-03-18,1,85.71,85.71
TXN003125,CUST00488,PROD0085,2025-05-10,5,22.77,113.85
TXN003126,CUST00493,PROD0137,2024-09-19,5,175.8,879.0
TXN003127,CUST00229,PROD0146,2025-06-01,5,57.11,285.55
TXN003128,CUST00409,PROD0190,2025-02-18,2,141.04,282.08
TXN003129,CUST00440,PROD0063,2024-07-31,2,141.03,282.06
TXN003130,CUST00091,PROD0011,2024-11-08,5,60.5,302.5
TXN003131,CUST00047,PROD0191,2025-02-07,2,149.33,298.66
TXN003132,CUST00464,PROD0034,2025-05-28,5,67.52,337.6
TXN003133,CUST00117,PROD0063,2025-03-15,5,154.72,773.6
TXN003134,CUST00238,PROD0026,2024-10-28,5,177.51,887.55
TXN003135,CUST00164,PROD0163,2025-06-03,1,47.32,47.32
TXN003136,CUST00227,PROD0022,2025-05-01,4,47.51,190.04
TXN003137,CUST00302,PROD0056,2024-09-25,5,102.57,512.85
TXN003138,CUST00005,PROD0149,2024-09-11,4,173.62,694.48
TXN003139,CUST00369,PROD0114,2025-05-03,2,121.9,243.8
TXN003140,CUST00315,PROD0194,2024-08-08,4,198.53,794.12
TXN003141,CUST00387,PROD0105,2025-02-21,5,61.44,307.2
TXN003142,CUST00091,PROD0085,2024-08-10,5,101.82,509.1
TXN003143,CUST00488,PROD0166,2025-02-04,3,60.2,180.6
TXN003144,CUST00128,PROD0088,2024-09-30,3,138.79,416.37
TXN003145,CUST00159,PROD0161,2024-10-15,4,31.18,124.72
TXN003146,CUST00250,PROD0002,2025-03-28,3,179.74,539.22
TXN003147,CUST00241,PROD0127,2024-10-12,2,43.97,87.94
TXN003148,CUST00345,PROD0078,2024-11-20,1,185.81,185.81
TXN003149,CUST00176,PROD0164,2024-11-15,5,166.29,831.45
TXN003150,CUST00399,PROD0028,2025-03-22,2,50.51,101.02
TXN003151,CUST00157,PROD0082,2024-10-16,5,99.66,498.3
TXN003152,CUST00154,PROD0157,2024-07-14,2,118.49,236.98
TXN003153,CUST00166,PROD0041,2025-04-11,2,155.62,311.24
TXN003154,CUST00437,PROD0041,2025-04-03,5,135.89,679.45
