customer_id,purchase_date,channel,amount_spent,items_purchased,avg_item_price
CUST00183,2024-05-17,Call Center,223.11,3,74.37
CUST00523,2024-05-29,Store,348.62,5,69.72
CUST00174,2024-06-04,Mobile,471.32,4,117.83
CUST00513,2024-08-14,Store,120.53,7,17.22
CUST00061,2024-07-10,Online,782.03,2,391.01
CUST00434,2024-08-04,Call Center,783.93,9,87.1
CUST00325,2024-10-25,Store,26.58,9,2.95
CUST00430,2024-06-12,Online,494.04,3,164.68
CUST00121,2025-01-23,Mobile,504.56,5,100.91
CUST00061,2024-09-23,Call Center,285.03,10,28.5
CUST00109,2025-02-10,Call Center,558.71,5,111.74
CUST00313,2025-02-15,Store,233.38,9,25.93
CUST00132,2025-06-23,Online,314.11,8,39.26
CUST00152,2024-05-21,Call Center,253.61,1,253.61
CUST00561,2025-03-21,Mobile,470.63,6,78.44
CUST00420,2024-12-12,Mobile,479.21,2,239.6
CUST00409,2024-05-17,Mobile,246.09,2,123.05
CUST00589,2024-05-29,Mobile,254.62,6,42.44
CUST00244,2025-01-21,Store,533.95,8,66.74
CUST00106,2025-05-05,Store,239.9,2,119.95
CUST00598,2025-04-03,Mobile,594.43,6,99.07
CUST00506,2024-11-05,Mobile,604.14,9,67.13
CUST00283,2025-02-18,Store,78.04,5,15.61
CUST00537,2024-06-26,Online,453.23,3,151.08
CUST00593,2025-06-23,Online,46.64,6,7.77
CUST00512,2025-02-07,Online,93.32,4,23.33
CUST00358,2024-03-04,Store,57.81,9,6.42
CUST00074,2024-12-02,Store,475.47,4,118.87
CUST00572,2025-05-04,Call Center,419.29,6,69.88
CUST00504,2024-08-23,Mobile,386.69,5,77.34
CUST00271,2024-11-11,Store,419.13,3,139.71
CUST00195,2024-03-25,Online,362.25,1,362.25
CUST00519,2025-06-19,Mobile,257.3,4,64.33
CUST00097,2025-05-12,Mobile,509.02,4,127.25
CUST00355,2025-02-02,Mobile,747.84,8,93.48
CUST00294,2025-06-29,Mobile,660.73,9,73.41
CUST00125,2024-06-12,Online,417.29,6,69.55
CUST00479,2025-06-09,Mobile,186.93,10,18.69
CUST00089,2025-02-09,Mobile,508.68,6,84.78
CUST00499,2024-11-02,Online,444.98,1,444.98
CUST00060,2024-07-25,Store,715.94,6,119.32
CUST00026,2024-05-29,Store,519.66,4,129.91
CUST00220,2024-06-20,Store,776.63,3,258.88
CUST00311,2024-09-18,Mobile,709.55,7,101.36
CUST00076,2024-12-15,Mobile,35.67,1,35.67
CUST00578,2025-06-13,Online,45.99,2,23.0
CUST00514,2025-04-18,Store,165.32,2,82.66
CUST00009,2024-05-10,Store,324.92,7,46.42
CUST00224,2024-07-24,Online,630.39,3,210.13
CUST00008,2024-11-11,Online,39.4,7,5.63
CUST00294,2025-03-10,Call Center,439.53,5,87.91
CUST00562,2024-12-25,Mobile,277.74,7,39.68
CUST00206,2024-12-29,Online,445.71,1,445.71
CUST00115,2024-11-18,Call Center,581.05,7,83.01
CUST00487,2024-11-06,Mobile,527.3,5,105.46
CUST00397,2024-04-25,Mobile,688.52,7,98.36
CUST00037,2025-05-20,Call Center,769.97,9,85.55
CUST00021,2024-10-14,Online,132.71,10,13.27
CUST00258,2024-08-21,Store,34.86,9,3.87
CUST00586,2024-11-13,Mobile,474.75,9,52.75
CUST00550,2024-10-13,Online,357.11,6,59.52
CUST00480,2024-09-11,Online,698.01,10,69.8
CUST00456,2024-03-01,Store,334.64,10,33.46
CUST00413,2024-11-22,Mobile,411.39,10,41.14
CUST00342,2024-07-28,Call Center,432.49,8,54.06
CUST00598,2024-03-27,Mobile,595.19,5,119.04
CUST00452,2024-05-05,Call Center,397.87,8,49.73
CUST00410,2024-12-10,Call Center,468.6,3,156.2
CUST00487,2024-06-21,Call Center,770.9,6,128.48
CUST00425,2025-05-02,Mobile,383.51,10,38.35
CUST00597,2024-10-17,Call Center,691.04,8,86.38
CUST00311,2024-03-12,Store,612.67,6,102.11
CUST00531,2024-04-07,Store,554.25,10,55.42
CUST00407,2024-09-25,Online,532.13,8,66.52
CUST00299,2024-06-16,Store,304.6,5,60.92
CUST00310,2025-06-08,Online,126.67,10,12.67
CUST00509,2024-07-11,Store,215.3,3,71.77
CUST00396,2024-03-17,Mobile,409.38,10,40.94
CUST00157,2025-02-24,Call Center,264.94,6,44.16
CUST00002,2024-07-03,Store,627.43,8,78.43
CUST00064,2024-03-13,Online,181.85,1,181.85
CUST00256,2024-06-07,Store,757.5,8,94.69
CUST00387,2024-05-09,Mobile,659.0,9,73.22
CUST00094,2024-12-26,Mobile,36.11,4,9.03
CUST00210,2025-05-11,Online,589.23,10,58.92
CUST00391,2025-05-15,Store,702.59,1,702.59
CUST00480,2024-11-23,Call Center,643.89,4,160.97
CUST00091,2024-09-27,Store,333.77,6,55.63
CUST00220,2025-04-24,Call Center,607.69,6,101.28
CUST00526,2024-10-28,Store,773.74,8,96.72
CUST00253,2025-02-05,Mobile,156.52,8,19.57
CUST00564,2024-07-16,Call Center,584.38,1,584.38
CUST00550,2025-06-21,Store,479.28,3,159.76
CUST00193,2024-04-17,Mobile,709.23,1,709.23
CUST00299,2024-06-29,Store,747.78,6,124.63
CUST00112,2025-04-15,Store,54.23,7,7.75
CUST00197,2025-03-22,Mobile,460.04,2,230.02
CUST00098,2024-08-16,Call Center,246.65,9,27.41
CUST00035,2024-12-03,Store,411.39,9,45.71
CUST00186,2024-03-09,Mobile,30.92,9,3.44
CUST00444,2025-04-03,Online,709.39,10,70.94
CUST00460,2025-04-24,Mobile,345.8,4,86.45
CUST00504,2025-06-12,Mobile,376.89,10,37.69
CUST00104,2024-12-23,Mobile,521.93,10,52.19
CUST00504,2025-04-08,Mobile,374.2,9,41.58
CUST00415,2024-06-13,Online,45.31,10,4.53
CUST00135,2024-11-22,Store,452.25,5,90.45
CUST00455,2024-09-15,Call Center,189.55,3,63.18
CUST00137,2024-11-16,Online,547.52,3,182.51
CUST00567,2024-09-30,Call Center,327.73,1,327.73
CUST00428,2024-03-06,Call Center,155.4,4,38.85
CUST00179,2024-11-13,Mobile,799.83,8,99.98
CUST00003,2024-04-23,Online,358.7,10,35.87
CUST00228,2024-11-12,Call Center,19.32,6,3.22
CUST00475,2025-06-04,Online,640.25,5,128.05
CUST00224,2024-07-30,Mobile,383.56,8,47.95
CUST00185,2024-04-02,Mobile,46.29,4,11.57
CUST00248,2025-02-24,Mobile,572.91,2,286.45
CUST00570,2025-04-24,Store,643.2,3,214.4
CUST00346,2024-02-19,Online,227.07,4,56.77
CUST00445,2024-06-17,Call Center,257.79,7,36.83
CUST00590,2025-05-02,Mobile,341.42,8,42.68
CUST00273,2024-10-19,Online,457.36,10,45.74
CUST00087,2024-12-02,Mobile,205.24,9,22.8
CUST00276,2024-10-09,Call Center,256.3,3,85.43
CUST00516,2024-05-01,Store,626.0,1,626.0
CUST00275,2024-04-20,Store,684.81,9,76.09
CUST00338,2024-04-18,Mobile,685.74,6,114.29
CUST00343,2025-03-15,Store,359.63,1,359.63
CUST00270,2024-12-25,Online,447.68,5,89.54
CUST00178,2024-04-08,Store,313.09,3,104.36
CUST00256,2024-08-13,Store,268.22,2,134.11
CUST00294,2024-06-11,Store,523.52,1,523.52
CUST00415,2025-01-12,Store,268.56,1,268.56
CUST00373,2025-01-29,Online,50.01,6,8.33
CUST00297,2024-11-17,Call Center,134.36,1,134.36
CUST00405,2024-10-25,Online,389.63,10,38.96
CUST00440,2024-06-25,Mobile,645.27,10,64.53
CUST00492,2025-01-24,Online,273.83,3,91.28
CUST00526,2024-12-16,Online,695.79,7,99.4
CUST00470,2025-02-19,Mobile,469.13,1,469.13
CUST00096,2024-11-06,Online,175.89,4,43.97
CUST00469,2024-10-09,Call Center,57.44,1,57.44
CUST00403,2024-10-10,Store,611.58,9,67.95
CUST00379,2024-09-06,Store,654.7,7,93.53
CUST00043,2024-05-18,Store,133.33,8,16.67
CUST00059,2024-04-21,Store,328.14,7,46.88
CUST00528,2024-04-04,Store,138.8,10,13.88
CUST00193,2025-04-16,Online,205.32,5,41.06
CUST00094,2024-09-21,Online,539.31,2,269.65
CUST00259,2025-04-06,Mobile,336.23,2,168.12
CUST00585,2025-05-16,Store,430.78,2,215.39
CUST00345,2024-06-18,Mobile,758.45,10,75.84
CUST00207,2024-03-27,Online,202.24,8,25.28
CUST00529,2024-09-04,Call Center,242.34,6,40.39
CUST00205,2024-03-12,Online,756.48,2,378.24
CUST00562,2025-06-25,Mobile,623.12,9,69.24
CUST00391,2025-05-28,Call Center,435.68,8,54.46
CUST00572,2024-11-18,Store,32.31,10,3.23
CUST00061,2025-04-07,Store,797.39,7,113.91
CUST00124,2025-02-02,Online,246.92,3,82.31
CUST00355,2025-05-22,Call Center,472.44,3,157.48
CUST00123,2025-06-10,Call Center,291.8,10,29.18
CUST00124,2024-02-25,Online,513.71,8,64.21
CUST00102,2025-04-17,Mobile,599.33,7,85.62
CUST00027,2024-06-19,Mobile,728.37,9,80.93
CUST00528,2024-04-17,Online,243.15,3,81.05
CUST00165,2024-06-05,Online,464.38,9,51.6
CUST00579,2025-01-19,Call Center,704.61,4,176.15
CUST00448,2024-11-07,Online,616.21,2,308.11
CUST00113,2024-08-25,Mobile,110.24,4,27.56
CUST00505,2024-05-16,Online,110.54,2,55.27
CUST00467,2024-06-15,Call Center,275.28,6,45.88
CUST00595,2024-10-25,Call Center,252.79,1,252.79
CUST00037,2024-12-04,Online,464.82,1,464.82
CUST00574,2024-04-18,Online,299.45,8,37.43
CUST00423,2025-01-23,Mobile,19.51,7,2.79
CUST00121,2024-04-13,Store,212.59,7,30.37
CUST00301,2024-12-08,Mobile,792.07,9,88.01
CUST00209,2025-05-22,Mobile,644.28,6,107.38
CUST00397,2024-06-26,Mobile,587.61,10,58.76
CUST00135,2025-02-04,Call Center,651.21,9,72.36
CUST00440,2024-08-27,Call Center,317.6,5,63.52
CUST00286,2024-04-02,Mobile,427.74,4,106.94
CUST00252,2025-04-01,Call Center,171.01,5,34.2
CUST00581,2024-03-09,Mobile,416.05,9,46.23
CUST00174,2024-11-08,Online,665.2,4,166.3
CUST00002,2024-08-07,Online,689.23,6,114.87
CUST00264,2024-09-09,Mobile,380.78,3,126.93
CUST00038,2024-10-15,Mobile,764.8,2,382.4
CUST00267,2024-05-28,Store,333.93,1,333.93
CUST00468,2024-03-14,Online,771.44,3,257.15
CUST00534,2024-04-12,Store,620.66,9,68.96
CUST00372,2024-05-11,Store,718.37,10,71.84
CUST00319,2025-06-13,Online,68.98,4,17.25
CUST00229,2024-05-14,Mobile,449.42,1,449.42
CUST00066,2024-11-30,Mobile,702.58,7,100.37
CUST00300,2025-04-16,Call Center,419.02,9,46.56
CUST00020,2024-09-04,Mobile,26.0,2,13.0
CUST00346,2024-03-23,Call Center,206.92,1,206.92
CUST00352,2025-01-24,Online,565.05,1,565.05
CUST00361,2024-04-08,Store,240.17,10,24.02
CUST00237,2024-09-14,Call Center,547.1,8,68.39
CUST00570,2025-04-03,Mobile,428.76,5,85.75
CUST00035,2024-03-04,Online,373.62,10,37.36
CUST00221,2025-06-15,Store,159.89,1,159.89
CUST00189,2025-03-05,Store,654.16,4,163.54
CUST00540,2025-02-02,Mobile,436.66,7,62.38
CUST00010,2025-04-19,Call Center,375.59,3,125.2
CUST00006,2024-04-25,Online,769.1,10,76.91
CUST00274,2025-02-24,Mobile,675.19,8,84.4
CUST00132,2024-09-20,Call Center,310.57,10,31.06
CUST00309,2025-04-06,Store,686.24,2,343.12
CUST00448,2024-09-29,Store,291.46,4,72.86
CUST00443,2024-04-11,Online,253.04,10,25.3
CUST00179,2024-07-06,Store,786.48,1,786.48
CUST00208,2025-04-22,Online,230.9,7,32.99
CUST00244,2025-03-24,Online,324.69,6,54.12
CUST00030,2025-06-23,Store,731.37,4,182.84
CUST00245,2024-11-23,Mobile,772.43,4,193.11
CUST00569,2024-06-13,Mobile,569.73,1,569.73
CUST00246,2024-06-26,Call Center,423.27,3,141.09
CUST00102,2025-05-31,Call Center,351.62,4,87.91
CUST00118,2024-12-24,Mobile,569.89,1,569.89
CUST00023,2025-05-28,Online,495.97,2,247.99
CUST00084,2024-11-08,Online,142.48,6,23.75
CUST00183,2025-02-01,Store,171.56,6,28.59
CUST00189,2025-03-31,Online,199.02,10,19.9
CUST00440,2024-11-01,Mobile,230.09,2,115.05
CUST00418,2025-05-04,Mobile,496.76,9,55.2
CUST00034,2025-02-28,Call Center,427.03,2,213.51
CUST00589,2025-06-24,Online,494.82,9,54.98
CUST00561,2024-03-06,Mobile,18.59,3,6.2
CUST00550,2024-06-19,Store,760.74,9,84.53
CUST00319,2024-03-20,Store,293.04,7,41.86
CUST00439,2024-06-07,Online,516.92,1,516.92
CUST00491,2024-09-22,Store,139.3,10,13.93
CUST00199,2024-10-27,Store,626.01,8,78.25
CUST00507,2024-02-17,Mobile,389.01,7,55.57
CUST00472,2024-12-10,Mobile,521.91,3,173.97
CUST00177,2024-03-07,Mobile,733.51,6,122.25
CUST00436,2024-07-15,Online,113.83,5,22.77
CUST00400,2024-06-14,Call Center,465.45,6,77.58
CUST00166,2024-03-15,Online,56.03,8,7.0
CUST00265,2024-05-05,Online,211.0,8,26.38
CUST00555,2024-07-26,Mobile,745.89,10,74.59
CUST00078,2025-03-28,Online,94.79,8,11.85
CUST00430,2025-02-24,Call Center,562.22,7,80.32
CUST00531,2025-05-04,Mobile,127.87,2,63.94
CUST00127,2024-09-03,Store,761.06,5,152.21
CUST00478,2025-06-15,Store,427.28,1,427.28
CUST00128,2024-12-15,Store,302.27,5,60.45
CUST00362,2025-04-10,Mobile,208.13,5,41.63
CUST00004,2025-05-09,Online,252.98,5,50.6
CUST00080,2024-05-28,Call Center,457.49,10,45.75
CUST00549,2024-05-27,Call Center,614.76,10,61.48
CUST00523,2024-09-18,Mobile,555.4,2,277.7
CUST00086,2025-04-09,Mobile,624.15,2,312.07
CUST00166,2025-04-25,Call Center,614.86,9,68.32
CUST00434,2024-04-19,Store,787.39,6,131.23
CUST00400,2025-04-04,Store,138.8,9,15.42
CUST00054,2024-05-04,Online,478.04,9,53.12
CUST00329,2025-01-07,Call Center,583.21,8,72.9
CUST00221,2024-03-18,Mobile,282.07,5,56.41
CUST00432,2024-07-19,Store,313.16,2,156.58
CUST00526,2024-03-17,Mobile,24.1,9,2.68
CUST00020,2024-07-13,Online,587.52,1,587.52
CUST00392,2025-01-26,Store,796.37,6,132.73
CUST00288,2025-01-07,Online,699.65,7,99.95
CUST00076,2024-06-09,Store,786.3,3,262.1
CUST00385,2024-10-15,Store,212.11,8,26.51
CUST00543,2025-06-11,Call Center,303.53,6,50.59
CUST00257,2025-01-21,Mobile,366.64,4,91.66
CUST00411,2025-01-16,Call Center,403.52,5,80.7
CUST00009,2024-08-10,Call Center,245.86,5,49.17
CUST00498,2025-06-18,Store,681.56,5,136.31
CUST00591,2025-02-21,Store,669.89,3,223.3
CUST00190,2024-03-02,Online,505.4,6,84.23
CUST00008,2025-03-30,Call Center,125.96,4,31.49
CUST00352,2024-12-29,Store,505.18,8,63.15
CUST00453,2024-06-29,Store,404.17,1,404.17
CUST00355,2025-03-11,Online,146.69,2,73.34
CUST00083,2024-09-06,Mobile,33.85,8,4.23
CUST00175,2024-03-13,Store,449.15,7,64.16
CUST00438,2024-02-16,Online,758.2,6,126.37
CUST00509,2024-12-13,Mobile,690.15,8,86.27
CUST00238,2024-11-30,Call Center,602.39,6,100.4
CUST00081,2024-05-15,Store,283.55,6,47.26
CUST00084,2025-04-08,Store,254.24,1,254.24
CUST00477,2024-08-09,Store,730.65,1,730.65
CUST00322,2024-02-23,Call Center,209.44,5,41.89
CUST00294,2024-09-29,Mobile,605.86,6,100.98
CUST00503,2024-04-29,Store,281.67,2,140.84
CUST00349,2024-07-20,Call Center,478.65,1,478.65
CUST00358,2024-10-28,Online,234.52,9,26.06
CUST00538,2024-04-03,Store,313.27,8,39.16
CUST00199,2024-12-14,Store,180.41,3,60.14
CUST00310,2024-02-19,Online,698.12,1,698.12
CUST00332,2024-11-12,Store,748.83,1,748.83
CUST00137,2024-07-16,Mobile,559.54,10,55.95
CUST00448,2025-03-06,Online,177.1,4,44.27
CUST00456,2024-10-30,Online,799.23,9,88.8
CUST00260,2024-06-04,Call Center,381.59,2,190.79
CUST00016,2025-05-05,Store,136.75,4,34.19
CUST00257,2025-03-30,Call Center,690.8,1,690.8
CUST00573,2025-06-08,Mobile,686.62,10,68.66
CUST00196,2024-05-08,Online,348.95,3,116.32
CUST00424,2025-05-14,Online,286.78,7,40.97
CUST00530,2024-04-15,Call Center,138.91,8,17.36
CUST00267,2024-08-25,Call Center,592.4,4,148.1
CUST00320,2025-05-05,Call Center,43.89,7,6.27
CUST00002,2024-09-29,Mobile,491.68,2,245.84
CUST00446,2024-06-15,Call Center,483.77,6,80.63
CUST00416,2024-05-27,Online,117.83,8,14.73
CUST00480,2025-03-07,Call Center,253.43,7,36.2
CUST00150,2025-06-06,Online,47.19,10,4.72
CUST00581,2025-04-29,Mobile,396.5,9,44.06
CUST00196,2024-12-17,Store,322.74,3,107.58
CUST00507,2024-10-29,Call Center,124.09,1,124.09
CUST00387,2024-08-03,Online,682.33,7,97.48
CUST00091,2024-03-15,Store,676.38,2,338.19
CUST00227,2024-03-27,Mobile,134.98,10,13.5
CUST00598,2024-12-06,Mobile,25.97,8,3.25
CUST00160,2024-08-07,Store,118.87,7,16.98
CUST00267,2024-06-06,Call Center,443.79,9,49.31
CUST00061,2025-02-05,Mobile,140.1,10,14.01
CUST00312,2025-04-26,Mobile,191.96,4,47.99
CUST00266,2024-06-29,Online,693.72,5,138.74
CUST00414,2024-08-29,Mobile,798.25,8,99.78
CUST00050,2025-02-07,Call Center,232.48,9,25.83
CUST00307,2024-03-10,Mobile,211.89,1,211.89
CUST00348,2025-01-07,Online,456.27,1,456.27
CUST00075,2025-01-14,Mobile,324.29,3,108.1
CUST00500,2024-10-18,Mobile,748.42,8,93.55
CUST00407,2025-01-31,Mobile,367.3,2,183.65
CUST00230,2024-03-11,Store,737.76,1,737.76
CUST00504,2024-12-16,Online,526.16,1,526.16
CUST00165,2025-05-13,Call Center,63.9,6,10.65
CUST00406,2025-03-24,Mobile,793.38,4,198.34
CUST00029,2025-02-13,Mobile,333.49,5,66.7
CUST00469,2025-05-21,Store,668.37,9,74.26
CUST00579,2024-04-16,Store,58.11,6,9.69
CUST00475,2025-02-26,Mobile,678.23,8,84.78
CUST00243,2025-03-22,Store,216.06,3,72.02
CUST00459,2024-11-21,Call Center,631.74,2,315.87
CUST00278,2025-05-17,Store,595.31,3,198.44
CUST00156,2025-04-13,Call Center,177.67,7,25.38
CUST00037,2024-06-03,Call Center,33.57,4,8.39
CUST00295,2024-10-15,Call Center,717.29,9,79.7
CUST00174,2024-02-21,Store,748.97,2,374.49
CUST00508,2024-05-28,Mobile,728.5,7,104.07
CUST00354,2024-12-29,Store,201.4,7,28.77
CUST00561,2025-05-04,Store,306.97,9,34.11
CUST00394,2025-01-10,Call Center,618.57,8,77.32
CUST00442,2025-02-21,Call Center,574.15,7,82.02
CUST00590,2024-04-10,Mobile,728.46,8,91.06
CUST00517,2025-01-21,Mobile,35.4,4,8.85
CUST00584,2024-08-06,Store,107.71,10,10.77
CUST00283,2024-12-06,Call Center,237.11,10,23.71
CUST00067,2024-12-02,Call Center,150.59,4,37.65
CUST00559,2024-12-11,Online,22.74,10,2.27
CUST00001,2024-04-15,Call Center,56.33,5,11.27
CUST00478,2025-03-03,Store,157.17,4,39.29
CUST00040,2025-05-03,Mobile,620.85,3,206.95
CUST00425,2024-03-25,Mobile,722.59,10,72.26
CUST00549,2024-09-24,Store,624.92,3,208.31
CUST00232,2025-03-10,Online,452.06,9,50.23
CUST00077,2024-07-26,Online,93.7,5,18.74
CUST00194,2024-04-06,Call Center,693.14,5,138.63
CUST00400,2024-08-19,Call Center,650.48,4,162.62
CUST00482,2025-06-07,Online,630.17,3,210.06
CUST00100,2025-03-07,Online,19.13,8,2.39
CUST00008,2024-09-28,Call Center,484.59,3,161.53
CUST00592,2025-05-14,Store,256.94,1,256.94
CUST00297,2025-05-05,Mobile,731.15,7,104.45
CUST00002,2024-06-07,Call Center,244.99,5,49.0
CUST00270,2025-03-18,Online,101.36,9,11.26
CUST00420,2024-08-15,Store,33.46,1,33.46
CUST00521,2025-03-16,Call Center,305.54,10,30.55
CUST00600,2025-04-22,Call Center,594.37,7,84.91
CUST00444,2025-05-09,Call Center,579.95,2,289.98
CUST00139,2025-01-07,Online,414.38,6,69.06
CUST00223,2025-03-13,Mobile,579.44,9,64.38
CUST00492,2025-06-09,Call Center,63.9,3,21.3
CUST00441,2025-04-30,Mobile,34.71,3,11.57
CUST00564,2024-04-13,Call Center,635.92,10,63.59
CUST00151,2025-05-28,Online,676.66,2,338.33
CUST00590,2025-01-26,Call Center,95.91,9,10.66
CUST00454,2024-03-14,Call Center,152.32,2,76.16
CUST00098,2025-02-03,Call Center,797.16,3,265.72
CUST00037,2025-05-29,Call Center,747.85,6,124.64
CUST00022,2025-06-12,Call Center,578.34,5,115.67
CUST00331,2024-08-23,Store,68.07,10,6.81
CUST00245,2024-05-29,Online,451.0,10,45.1
CUST00336,2024-12-23,Call Center,573.11,6,95.52
CUST00154,2024-03-14,Store,273.34,5,54.67
CUST00377,2024-11-12,Call Center,674.9,9,74.99
CUST00567,2024-06-29,Mobile,363.07,7,51.87
CUST00316,2024-03-14,Call Center,32.79,1,32.79
CUST00081,2025-03-27,Store,409.74,4,102.44
CUST00489,2024-03-20,Online,402.27,2,201.13
CUST00480,2024-04-07,Store,141.36,10,14.14
CUST00123,2024-03-25,Call Center,434.8,5,86.96
CUST00458,2024-11-24,Online,318.26,3,106.09
CUST00500,2025-06-12,Call Center,343.69,9,38.19
CUST00053,2025-02-02,Call Center,793.98,7,113.43
CUST00098,2024-12-07,Call Center,606.27,10,60.63
CUST00042,2024-03-13,Online,692.16,8,86.52
CUST00560,2024-10-09,Online,710.34,1,710.34
CUST00264,2024-10-09,Mobile,314.32,6,52.39
CUST00132,2024-10-07,Mobile,329.41,5,65.88
CUST00339,2024-05-09,Store,702.33,8,87.79
CUST00093,2025-03-28,Online,295.73,3,98.58
CUST00076,2025-04-29,Store,424.66,8,53.08
CUST00028,2024-10-31,Online,584.64,10,58.46
CUST00544,2024-08-14,Mobile,295.67,10,29.57
CUST00536,2024-12-05,Online,237.0,4,59.25
CUST00167,2024-03-02,Store,524.73,1,524.73
CUST00254,2025-01-29,Mobile,208.66,4,52.16
CUST00382,2024-05-08,Mobile,42.93,3,14.31
CUST00554,2024-10-15,Online,602.08,1,602.08
CUST00158,2024-03-16,Store,57.08,4,14.27
CUST00333,2025-03-07,Mobile,118.39,6,19.73
CUST00179,2025-04-28,Online,300.19,6,50.03
CUST00157,2024-06-25,Store,22.14,1,22.14
CUST00077,2024-08-19,Online,593.61,2,296.81
CUST00310,2025-06-20,Mobile,432.42,5,86.48
CUST00038,2024-11-02,Call Center,56.96,8,7.12
CUST00287,2025-02-22,Mobile,527.63,9,58.63
CUST00547,2024-03-20,Call Center,600.34,10,60.03
CUST00246,2024-04-02,Mobile,739.01,3,246.34
CUST00103,2024-06-01,Store,799.95,3,266.65
CUST00272,2025-06-23,Store,375.52,8,46.94
CUST00267,2024-03-06,Store,741.78,5,148.36
CUST00476,2024-10-18,Call Center,81.24,9,9.03
CUST00570,2024-08-09,Online,235.54,3,78.51
CUST00356,2024-08-30,Call Center,366.75,8,45.84
CUST00166,2024-06-08,Store,689.16,1,689.16
CUST00195,2025-02-19,Call Center,543.47,1,543.47
CUST00225,2024-05-25,Call Center,283.99,6,47.33
CUST00523,2024-03-04,Call Center,49.51,5,9.9
CUST00128,2025-03-23,Mobile,778.9,4,194.72
CUST00112,2024-12-15,Store,795.0,9,88.33
CUST00062,2024-09-29,Store,231.43,8,28.93
CUST00572,2024-09-27,Mobile,656.83,7,93.83
CUST00140,2024-12-15,Online,308.77,1,308.77
CUST00568,2025-04-21,Mobile,342.44,6,57.07
CUST00027,2025-02-06,Call Center,681.5,5,136.3
CUST00028,2024-08-31,Mobile,95.93,6,15.99
CUST00507,2025-04-08,Mobile,153.13,2,76.56
CUST00315,2024-06-29,Online,47.74,2,23.87
CUST00544,2024-03-19,Store,654.78,9,72.75
CUST00560,2025-04-18,Store,474.02,6,79.0
CUST00313,2024-03-19,Online,603.72,4,150.93
CUST00015,2024-11-22,Store,102.45,2,51.23
CUST00107,2024-10-13,Online,782.36,6,130.39
CUST00442,2024-05-06,Mobile,793.59,10,79.36
CUST00314,2025-03-27,Online,429.48,9,47.72
CUST00542,2025-04-30,Call Center,153.14,1,153.14
CUST00257,2024-09-05,Online,228.41,3,76.14
CUST00516,2025-01-30,Store,764.12,4,191.03
CUST00220,2025-01-17,Mobile,754.46,4,188.62
CUST00083,2024-09-27,Call Center,546.94,8,68.37
CUST00284,2025-03-03,Store,295.81,3,98.6
CUST00562,2024-12-14,Online,225.54,5,45.11
CUST00293,2024-09-13,Online,798.64,3,266.21
CUST00527,2024-06-23,Mobile,330.3,7,47.19
CUST00531,2024-09-05,Call Center,595.09,6,99.18
CUST00313,2024-11-06,Mobile,378.48,7,54.07
CUST00276,2024-11-09,Online,93.06,7,13.29
CUST00364,2025-03-16,Mobile,557.51,2,278.75
CUST00318,2024-08-11,Mobile,169.39,8,21.17
CUST00327,2024-04-06,Mobile,510.65,8,63.83
CUST00004,2024-07-21,Mobile,49.5,6,8.25
CUST00393,2025-02-14,Call Center,360.8,7,51.54
CUST00019,2025-03-14,Store,308.7,7,44.1
CUST00513,2024-06-18,Call Center,120.14,9,13.35
CUST00594,2025-04-26,Store,133.8,2,66.9
CUST00473,2025-01-17,Store,159.75,8,19.97
CUST00445,2024-03-13,Call Center,58.91,10,5.89
CUST00350,2025-02-15,Mobile,738.13,7,105.45
CUST00174,2024-12-06,Store,759.08,6,126.51
CUST00283,2025-02-20,Call Center,549.41,6,91.57
CUST00577,2025-05-19,Online,538.15,9,59.79
CUST00483,2024-02-26,Call Center,487.47,4,121.87
CUST00060,2024-08-30,Online,496.65,4,124.16
CUST00434,2024-09-08,Call Center,526.71,9,58.52
CUST00323,2024-09-17,Mobile,782.88,3,260.96
CUST00398,2025-05-15,Store,618.83,8,77.35
CUST00434,2024-03-19,Online,196.86,6,32.81
CUST00234,2024-08-22,Online,145.03,4,36.26
CUST00571,2024-06-13,Call Center,367.38,7,52.48
CUST00521,2024-02-18,Store,149.49,4,37.37
CUST00432,2024-08-01,Mobile,635.45,10,63.55
CUST00541,2024-05-21,Mobile,529.6,6,88.27
CUST00519,2024-04-09,Online,136.34,7,19.48
CUST00586,2024-04-16,Store,629.47,8,78.68
CUST00212,2024-03-03,Mobile,442.94,3,147.65
CUST00161,2024-06-14,Call Center,513.95,10,51.4
CUST00268,2025-04-06,Store,205.54,7,29.36
CUST00559,2024-04-23,Online,221.5,1,221.5
CUST00021,2025-03-24,Online,599.49,3,199.83
CUST00073,2025-01-07,Store,479.09,4,119.77
CUST00507,2024-06-21,Call Center,491.94,10,49.19
CUST00356,2025-03-05,Online,27.65,2,13.82
CUST00113,2024-04-21,Call Center,733.73,4,183.43
CUST00374,2025-01-27,Online,442.03,10,44.2
CUST00185,2025-04-13,Online,492.45,3,164.15
CUST00242,2025-04-07,Store,475.3,8,59.41
CUST00466,2025-06-14,Call Center,181.06,7,25.87
CUST00239,2025-05-13,Online,67.44,4,16.86
CUST00467,2025-05-30,Mobile,549.27,6,91.55
CUST00282,2024-12-15,Online,475.92,7,67.99
CUST00440,2024-07-15,Online,39.61,10,3.96
CUST00540,2024-02-26,Mobile,784.89,9,87.21
CUST00052,2024-09-15,Online,176.64,5,35.33
CUST00178,2024-08-22,Call Center,657.12,10,65.71
