order_id,customer_id,product_id,order_date,category,segment,sales_amount,discount_rate,profit_amount
ORD001491,CUST00380,PROD0137,2025-05-31,Technology,Home Office,915.0,0.064,174.8
ORD001492,CUST00154,PROD0118,2024-01-22,Furniture,Consumer,337.9,0.107,80.58
ORD001493,CUST00272,PROD0018,2024-02-14,Office Supplies,Home Office,558.6,0.13,176.88
ORD001494,CUST00363,PROD0018,2025-03-18,Office Supplies,Consumer,980.49,0.138,172.8
ORD001495,CUST00230,PROD0025,2023-11-17,Office Supplies,Corporate,883.65,0.116,127.18
ORD001496,CUST00259,PROD0097,2024-07-26,Technology,Corporate,803.21,0.051,319.4
ORD001497,CUST00275,PROD0005,2024-05-04,Technology,Consumer,46.49,0.243,15.07
ORD001498,CUST00220,PROD0146,2024-01-08,Furniture,Corporate,755.77,0.079,223.58
ORD001499,CUST00157,PROD0113,2023-09-21,Furniture,Home Office,95.93,0.161,29.55
ORD001500,CUST00111,PROD0090,2024-09-26,Office Supplies,Consumer,386.45,0.13,130.91
ORD001501,CUST00049,PROD0128,2024-08-02,Technology,Home Office,275.69,0.183,70.71
ORD001502,CUST00282,PROD0046,2023-08-05,Furniture,Home Office,101.37,0.038,40.17
ORD001503,CUST00107,PROD0116,2025-02-24,Technology,Corporate,733.18,0.14,76.33
ORD001504,CUST00190,PROD0108,2024-07-02,Furniture,Consumer,100.47,0.115,20.66
ORD001505,CUST00044,PROD0044,2024-05-21,Office Supplies,Corporate,908.66,0.084,249.05
ORD001506,CUST00052,PROD0032,2025-04-14,Office Supplies,Corporate,884.55,0.295,226.37
ORD001507,CUST00190,PROD0001,2024-12-18,Technology,Home Office,227.92,0.223,79.8
ORD001508,CUST00080,PROD0055,2024-06-13,Office Supplies,Home Office,628.82,0.217,152.79
ORD001509,CUST00070,PROD0030,2024-09-19,Furniture,Home Office,713.95,0.013,77.47
ORD001510,CUST00157,PROD0005,2024-11-25,Technology,Corporate,979.6,0.072,246.8
ORD001511,CUST00338,PROD0031,2023-12-25,Furniture,Corporate,953.36,0.166,223.44
ORD001512,CUST00029,PROD0130,2023-07-15,Furniture,Home Office,616.18,0.131,162.49
ORD001513,CUST00199,PROD0042,2024-10-19,Office Supplies,Home Office,230.82,0.157,55.79
ORD001514,CUST00247,PROD0150,2024-04-30,Technology,Consumer,979.93,0.042,351.91
ORD001515,CUST00041,PROD0113,2024-10-03,Technology,Corporate,176.79,0.201,49.94
ORD001516,CUST00082,PROD0033,2023-07-23,Technology,Consumer,602.4,0.188,76.75
ORD001517,CUST00239,PROD0137,2024-11-16,Technology,Corporate,302.54,0.169,60.62
ORD001518,CUST00374,PROD0084,2023-09-03,Office Supplies,Corporate,336.08,0.268,99.12
ORD001519,CUST00108,PROD0124,2024-06-04,Office Supplies,Corporate,724.64,0.205,181.2
ORD001520,CUST00151,PROD0004,2025-02-18,Furniture,Consumer,703.69,0.022,276.58
ORD001521,CUST00229,PROD0064,2025-03-16,Technology,Home Office,359.4,0.154,133.9
ORD001522,CUST00230,PROD0060,2024-07-31,Technology,Corporate,372.66,0.02,105.05
ORD001523,CUST00313,PROD0043,2025-04-28,Technology,Corporate,632.7,0.217,122.88
ORD001524,CUST00076,PROD0034,2023-09-18,Furniture,Corporate,462.34,0.237,83.76
ORD001525,CUST00263,PROD0034,2025-06-21,Technology,Corporate,999.5,0.075,161.46
ORD001526,CUST00174,PROD0069,2023-12-16,Furniture,Corporate,279.54,0.148,41.18
ORD001527,CUST00320,PROD0014,2023-12-27,Office Supplies,Corporate,282.99,0.204,48.57
ORD001528,CUST00267,PROD0075,2023-11-17,Office Supplies,Corporate,955.38,0.244,167.67
ORD001529,CUST00212,PROD0059,2024-05-07,Furniture,Corporate,914.15,0.109,129.68
ORD001530,CUST00258,PROD0049,2024-09-26,Technology,Home Office,736.96,0.043,237.98
ORD001531,CUST00039,PROD0013,2024-07-01,Office Supplies,Consumer,184.04,0.08,70.77
ORD001532,CUST00160,PROD0036,2024-11-24,Technology,Consumer,555.21,0.261,205.1
ORD001533,CUST00074,PROD0099,2024-03-28,Technology,Consumer,46.78,0.193,11.7
ORD001534,CUST00378,PROD0106,2023-11-27,Office Supplies,Corporate,363.12,0.222,45.28
ORD001535,CUST00093,PROD0013,2024-12-01,Furniture,Home Office,889.01,0.026,354.75
ORD001536,CUST00040,PROD0129,2024-10-14,Technology,Home Office,932.2,0.034,113.57
ORD001537,CUST00143,PROD0094,2024-05-06,Furniture,Home Office,423.59,0.021,66.57
ORD001538,CUST00263,PROD0032,2023-07-07,Technology,Home Office,481.07,0.295,115.63
ORD001539,CUST00270,PROD0107,2024-09-20,Furniture,Home Office,754.3,0.176,228.07
ORD001540,CUST00036,PROD0134,2024-01-06,Office Supplies,Corporate,828.6,0.213,135.04
ORD001541,CUST00374,PROD0078,2024-10-18,Furniture,Home Office,914.17,0.101,213.54
ORD001542,CUST00028,PROD0010,2024-01-15,Furniture,Home Office,560.19,0.254,77.74
ORD001543,CUST00137,PROD0078,2025-02-24,Office Supplies,Corporate,955.86,0.288,316.14
ORD001544,CUST00051,PROD0034,2023-09-01,Furniture,Consumer,855.32,0.145,127.48
ORD001545,CUST00254,PROD0015,2023-09-25,Office Supplies,Home Office,812.04,0.166,111.34
ORD001546,CUST00007,PROD0149,2024-12-23,Office Supplies,Corporate,355.78,0.297,61.11
ORD001547,CUST00097,PROD0133,2024-02-07,Technology,Consumer,703.48,0.1,99.45
ORD001548,CUST00165,PROD0046,2024-03-07,Technology,Home Office,139.47,0.181,53.04
ORD001549,CUST00056,PROD0022,2024-12-03,Technology,Home Office,816.48,0.111,107.11
ORD001550,CUST00078,PROD0066,2024-05-14,Furniture,Consumer,505.26,0.016,182.71
ORD001551,CUST00195,PROD0028,2024-08-18,Office Supplies,Corporate,619.12,0.114,104.1
ORD001552,CUST00120,PROD0081,2023-12-03,Technology,Home Office,566.34,0.105,173.73
ORD001553,CUST00049,PROD0048,2024-08-02,Office Supplies,Consumer,66.96,0.009,20.64
ORD001554,CUST00111,PROD0068,2025-05-26,Furniture,Consumer,750.13,0.051,96.75
ORD001555,CUST00277,PROD0099,2024-10-20,Technology,Consumer,800.76,0.153,253.65
ORD001556,CUST00133,PROD0128,2023-12-10,Office Supplies,Consumer,489.03,0.074,128.61
ORD001557,CUST00252,PROD0087,2024-04-11,Office Supplies,Home Office,596.77,0.092,144.71
ORD001558,CUST00232,PROD0064,2024-07-05,Office Supplies,Home Office,151.44,0.206,41.7
ORD001559,CUST00117,PROD0046,2024-07-14,Technology,Corporate,72.89,0.115,10.62
ORD001560,CUST00268,PROD0122,2023-08-07,Technology,Consumer,823.26,0.135,315.29
ORD001561,CUST00397,PROD0032,2023-08-14,Technology,Home Office,705.44,0.198,228.38
ORD001562,CUST00003,PROD0048,2024-12-30,Office Supplies,Home Office,548.43,0.057,119.76
ORD001563,CUST00335,PROD0011,2025-01-03,Office Supplies,Corporate,865.68,0.238,96.08
ORD001564,CUST00219,PROD0089,2025-03-23,Furniture,Home Office,661.49,0.202,198.34
ORD001565,CUST00203,PROD0098,2024-05-24,Technology,Consumer,26.56,0.012,8.77
ORD001566,CUST00106,PROD0074,2025-06-22,Office Supplies,Consumer,30.41,0.26,12.1
ORD001567,CUST00113,PROD0022,2024-06-28,Furniture,Corporate,774.77,0.15,93.07
ORD001568,CUST00175,PROD0051,2025-05-27,Office Supplies,Consumer,563.32,0.102,210.18
ORD001569,CUST00176,PROD0060,2023-09-28,Office Supplies,Corporate,158.73,0.072,60.66
ORD001570,CUST00346,PROD0132,2024-11-14,Furniture,Corporate,255.57,0.182,52.31
ORD001571,CUST00054,PROD0121,2023-08-18,Furniture,Corporate,501.39,0.15,101.38
ORD001572,CUST00156,PROD0103,2024-07-22,Technology,Corporate,244.22,0.084,75.11
ORD001573,CUST00264,PROD0131,2024-01-12,Office Supplies,Consumer,604.83,0.193,74.93
ORD001574,CUST00201,PROD0074,2023-08-21,Office Supplies,Home Office,880.34,0.14,166.69
ORD001575,CUST00126,PROD0112,2024-02-16,Technology,Home Office,512.18,0.047,111.84
ORD001576,CUST00187,PROD0049,2024-03-30,Furniture,Home Office,465.27,0.294,86.34
ORD001577,CUST00153,PROD0080,2023-07-01,Technology,Home Office,590.66,0.28,196.79
ORD001578,CUST00387,PROD0068,2024-10-11,Technology,Home Office,694.84,0.053,71.82
ORD001579,CUST00390,PROD0039,2024-04-15,Furniture,Home Office,400.0,0.265,112.11
ORD001580,CUST00222,PROD0021,2025-03-20,Furniture,Corporate,181.24,0.18,20.73
ORD001581,CUST00128,PROD0039,2025-04-18,Furniture,Consumer,157.84,0.223,35.83
ORD001582,CUST00192,PROD0009,2023-10-09,Furniture,Corporate,877.33,0.016,237.53
ORD001583,CUST00307,PROD0034,2023-10-29,Furniture,Home Office,834.56,0.167,311.68
ORD001584,CUST00087,PROD0085,2025-03-13,Technology,Consumer,434.64,0.291,82.89
ORD001585,CUST00338,PROD0036,2024-08-30,Furniture,Corporate,22.57,0.216,3.93
ORD001586,CUST00374,PROD0139,2024-10-10,Office Supplies,Consumer,962.13,0.282,296.69
ORD001587,CUST00105,PROD0013,2025-03-27,Technology,Consumer,590.46,0.193,135.22
ORD001588,CUST00364,PROD0070,2023-10-31,Technology,Home Office,857.99,0.073,115.04
ORD001589,CUST00368,PROD0035,2025-06-08,Office Supplies,Consumer,813.49,0.033,248.51
ORD001590,CUST00204,PROD0005,2025-04-25,Furniture,Consumer,803.99,0.236,171.0
ORD001591,CUST00343,PROD0113,2023-10-05,Technology,Home Office,420.53,0.232,148.68
ORD001592,CUST00303,PROD0127,2024-02-12,Technology,Home Office,877.64,0.278,265.33
ORD001593,CUST00368,PROD0053,2024-07-12,Furniture,Home Office,531.38,0.146,86.24
ORD001594,CUST00059,PROD0065,2025-01-26,Office Supplies,Consumer,961.71,0.111,384.27
ORD001595,CUST00326,PROD0071,2024-06-29,Furniture,Home Office,318.48,0.052,66.97
ORD001596,CUST00282,PROD0070,2025-06-03,Furniture,Corporate,737.43,0.211,252.58
ORD001597,CUST00034,PROD0083,2023-07-08,Technology,Home Office,81.46,0.26,14.72
ORD001598,CUST00246,PROD0059,2023-08-07,Furniture,Corporate,774.06,0.148,280.8
ORD001599,CUST00147,PROD0024,2025-02-21,Furniture,Corporate,490.84,0.083,163.95
ORD001600,CUST00030,PROD0075,2025-02-16,Furniture,Home Office,734.51,0.205,264.84
ORD001601,CUST00361,PROD0105,2024-04-16,Technology,Consumer,290.69,0.062,61.17
ORD001602,CUST00079,PROD0129,2024-02-14,Technology,Home Office,770.91,0.061,133.06
ORD001603,CUST00199,PROD0133,2024-08-24,Furniture,Home Office,501.11,0.197,107.97
ORD001604,CUST00106,PROD0046,2024-02-26,Office Supplies,Home Office,653.41,0.253,105.61
ORD001605,CUST00085,PROD0037,2025-06-12,Furniture,Home Office,272.69,0.193,100.49
ORD001606,CUST00039,PROD0133,2025-04-14,Technology,Consumer,401.68,0.092,41.67
ORD001607,CUST00181,PROD0106,2023-12-30,Office Supplies,Home Office,76.44,0.154,28.3
ORD001608,CUST00379,PROD0124,2025-04-06,Office Supplies,Corporate,515.33,0.108,155.2
ORD001609,CUST00394,PROD0039,2023-12-24,Furniture,Consumer,83.71,0.254,30.3
ORD001610,CUST00125,PROD0121,2024-11-24,Technology,Home Office,168.15,0.219,59.85
ORD001611,CUST00257,PROD0148,2024-11-01,Office Supplies,Corporate,628.28,0.166,179.12
ORD001612,CUST00399,PROD0041,2023-08-06,Furniture,Consumer,805.21,0.223,271.99
ORD001613,CUST00282,PROD0084,2023-11-11,Furniture,Home Office,365.12,0.097,42.14
ORD001614,CUST00019,PROD0107,2024-10-16,Furniture,Consumer,236.28,0.139,93.81
ORD001615,CUST00311,PROD0048,2024-12-17,Technology,Home Office,717.16,0.146,153.47
ORD001616,CUST00380,PROD0106,2023-11-18,Furniture,Home Office,404.5,0.202,116.3
ORD001617,CUST00229,PROD0062,2024-09-15,Technology,Consumer,902.01,0.16,351.53
ORD001618,CUST00136,PROD0139,2024-09-28,Technology,Corporate,390.48,0.181,63.67
ORD001619,CUST00389,PROD0091,2024-06-20,Furniture,Home Office,709.53,0.2,113.49
ORD001620,CUST00362,PROD0116,2025-04-20,Technology,Consumer,950.15,0.105,262.32
ORD001621,CUST00359,PROD0112,2025-02-23,Office Supplies,Consumer,475.39,0.293,120.16
ORD001622,CUST00155,PROD0127,2023-11-18,Office Supplies,Home Office,205.8,0.137,26.2
ORD001623,CUST00042,PROD0045,2023-08-14,Furniture,Home Office,586.71,0.103,198.34
ORD001624,CUST00117,PROD0016,2025-04-14,Office Supplies,Home Office,380.4,0.152,125.7
ORD001625,CUST00317,PROD0062,2024-08-04,Furniture,Consumer,888.71,0.106,343.75
ORD001626,CUST00375,PROD0123,2025-03-12,Technology,Home Office,189.82,0.055,44.57
ORD001627,CUST00175,PROD0130,2023-10-29,Technology,Corporate,529.89,0.198,204.93
ORD001628,CUST00212,PROD0058,2024-03-02,Technology,Consumer,576.76,0.195,90.37
ORD001629,CUST00292,PROD0085,2023-09-27,Furniture,Home Office,364.98,0.299,64.36
ORD001630,CUST00325,PROD0105,2025-06-13,Office Supplies,Home Office,569.18,0.094,162.46
ORD001631,CUST00123,PROD0066,2025-05-05,Technology,Corporate,531.39,0.065,180.78
ORD001632,CUST00265,PROD0062,2025-06-28,Furniture,Corporate,647.62,0.062,198.68
ORD001633,CUST00171,PROD0075,2025-05-14,Office Supplies,Home Office,780.44,0.158,109.84
ORD001634,CUST00057,PROD0106,2024-10-13,Office Supplies,Corporate,525.19,0.033,168.06
ORD001635,CUST00295,PROD0138,2024-10-15,Furniture,Corporate,154.29,0.157,25.59
ORD001636,CUST00158,PROD0098,2025-01-06,Office Supplies,Corporate,199.42,0.114,48.32
ORD001637,CUST00177,PROD0074,2024-03-21,Furniture,Home Office,439.74,0.119,53.66
ORD001638,CUST00351,PROD0149,2025-03-13,Furniture,Home Office,182.65,0.279,53.11
ORD001639,CUST00392,PROD0130,2023-08-09,Technology,Consumer,181.73,0.254,55.3
ORD001640,CUST00014,PROD0117,2024-08-27,Office Supplies,Consumer,407.09,0.126,130.77
ORD001641,CUST00374,PROD0150,2024-02-25,Technology,Home Office,625.76,0.051,188.66
ORD001642,CUST00398,PROD0118,2024-07-16,Furniture,Consumer,180.11,0.005,45.27
ORD001643,CUST00203,PROD0105,2025-04-08,Furniture,Corporate,309.4,0.163,85.66
ORD001644,CUST00304,PROD0049,2023-08-06,Office Supplies,Consumer,460.64,0.133,159.72
ORD001645,CUST00343,PROD0103,2025-02-25,Technology,Consumer,192.31,0.086,36.43
ORD001646,CUST00319,PROD0078,2024-08-21,Office Supplies,Corporate,588.43,0.032,106.26
ORD001647,CUST00336,PROD0098,2025-05-01,Office Supplies,Home Office,688.51,0.073,241.67
ORD001648,CUST00323,PROD0084,2024-06-20,Furniture,Consumer,187.56,0.067,50.3
ORD001649,CUST00234,PROD0043,2024-06-19,Furniture,Consumer,267.75,0.015,95.72
ORD001650,CUST00260,PROD0015,2023-09-04,Furniture,Consumer,391.92,0.018,93.76
ORD001651,CUST00359,PROD0058,2025-05-27,Office Supplies,Corporate,734.84,0.001,214.31
ORD001652,CUST00387,PROD0120,2024-02-28,Office Supplies,Corporate,229.37,0.17,27.11
ORD001653,CUST00106,PROD0044,2024-03-26,Furniture,Home Office,125.72,0.169,33.5
ORD001654,CUST00325,PROD0065,2023-08-22,Furniture,Home Office,270.65,0.29,106.54
ORD001655,CUST00126,PROD0082,2023-08-14,Furniture,Corporate,221.07,0.251,73.33
ORD001656,CUST00018,PROD0041,2023-09-24,Furniture,Corporate,367.92,0.059,88.17
ORD001657,CUST00370,PROD0079,2024-01-24,Office Supplies,Home Office,948.78,0.002,272.3
ORD001658,CUST00375,PROD0142,2024-09-25,Technology,Corporate,48.3,0.297,13.63
ORD001659,CUST00057,PROD0040,2025-05-10,Technology,Corporate,653.59,0.169,128.2
ORD001660,CUST00203,PROD0075,2025-04-16,Technology,Home Office,335.96,0.204,75.48
ORD001661,CUST00261,PROD0025,2024-11-18,Office Supplies,Home Office,368.36,0.235,65.37
ORD001662,CUST00018,PROD0130,2024-09-16,Office Supplies,Consumer,312.02,0.122,122.44
ORD001663,CUST00400,PROD0021,2025-06-04,Furniture,Consumer,832.81,0.231,86.69
ORD001664,CUST00334,PROD0071,2025-03-26,Furniture,Consumer,530.1,0.148,199.59
ORD001665,CUST00179,PROD0137,2025-03-02,Technology,Home Office,532.68,0.248,65.58
ORD001666,CUST00347,PROD0010,2025-04-03,Furniture,Corporate,539.27,0.223,67.62
ORD001667,CUST00155,PROD0084,2023-07-28,Furniture,Home Office,703.3,0.132,244.16
ORD001668,CUST00164,PROD0103,2023-10-30,Technology,Corporate,100.27,0.18,30.69
ORD001669,CUST00235,PROD0129,2023-10-13,Furniture,Home Office,557.13,0.134,90.81
ORD001670,CUST00292,PROD0074,2023-12-02,Technology,Corporate,377.13,0.177,130.71
ORD001671,CUST00149,PROD0149,2024-02-15,Office Supplies,Consumer,818.21,0.053,284.51
ORD001672,CUST00004,PROD0050,2024-01-20,Technology,Home Office,182.79,0.278,30.14
ORD001673,CUST00210,PROD0108,2024-07-26,Furniture,Consumer,590.42,0.199,111.94
ORD001674,CUST00304,PROD0120,2024-07-23,Technology,Corporate,479.73,0.222,127.57
ORD001675,CUST00176,PROD0069,2024-12-30,Technology,Home Office,66.87,0.12,22.39
ORD001676,CUST00053,PROD0033,2023-11-20,Technology,Consumer,456.05,0.012,111.09
ORD001677,CUST00133,PROD0042,2024-10-16,Furniture,Consumer,605.22,0.062,64.99
ORD001678,CUST00209,PROD0026,2025-04-16,Furniture,Home Office,397.91,0.117,114.7
ORD001679,CUST00150,PROD0103,2024-02-07,Technology,Consumer,74.66,0.286,28.3
ORD001680,CUST00224,PROD0106,2024-08-13,Technology,Corporate,468.13,0.061,164.12
ORD001681,CUST00380,PROD0006,2024-03-17,Furniture,Corporate,422.53,0.068,125.28
ORD001682,CUST00343,PROD0046,2025-03-18,Office Supplies,Corporate,896.99,0.254,317.16
ORD001683,CUST00196,PROD0037,2024-02-15,Furniture,Home Office,430.74,0.057,162.54
ORD001684,CUST00281,PROD0042,2024-05-07,Furniture,Home Office,327.95,0.071,103.19
ORD001685,CUST00344,PROD0044,2024-09-07,Office Supplies,Consumer,695.91,0.235,207.24
ORD001686,CUST00361,PROD0132,2024-06-06,Office Supplies,Home Office,926.93,0.194,275.5
ORD001687,CUST00260,PROD0008,2024-01-29,Office Supplies,Consumer,770.8,0.251,298.41
ORD001688,CUST00066,PROD0134,2024-07-18,Technology,Consumer,593.74,0.032,67.48
ORD001689,CUST00260,PROD0124,2024-04-18,Technology,Home Office,384.74,0.207,101.82
ORD001690,CUST00092,PROD0038,2024-09-24,Technology,Corporate,922.66,0.04,290.09
ORD001691,CUST00090,PROD0014,2023-10-08,Office Supplies,Consumer,151.65,0.179,47.58
ORD001692,CUST00353,PROD0027,2024-10-15,Furniture,Consumer,797.15,0.234,249.63
ORD001693,CUST00319,PROD0134,2023-10-05,Furniture,Corporate,828.67,0.206,224.43
ORD001694,CUST00372,PROD0125,2024-04-22,Office Supplies,Consumer,736.49,0.101,111.64
ORD001695,CUST00132,PROD0102,2024-06-13,Office Supplies,Home Office,649.93,0.276,228.52
ORD001696,CUST00095,PROD0146,2023-10-12,Office Supplies,Home Office,382.32,0.223,85.14
ORD001697,CUST00101,PROD0023,2025-05-22,Furniture,Home Office,398.53,0.273,149.55
ORD001698,CUST00235,PROD0100,2024-05-04,Office Supplies,Home Office,844.82,0.035,294.48
ORD001699,CUST00376,PROD0034,2024-09-18,Technology,Home Office,992.14,0.214,314.79
ORD001700,CUST00312,PROD0081,2024-10-23,Furniture,Consumer,860.05,0.102,149.32
ORD001701,CUST00213,PROD0147,2025-03-13,Office Supplies,Consumer,625.06,0.236,109.05
ORD001702,CUST00369,PROD0011,2025-02-25,Technology,Consumer,174.08,0.197,39.49
ORD001703,CUST00185,PROD0117,2025-03-22,Office Supplies,Consumer,916.41,0.083,150.55
ORD001704,CUST00341,PROD0023,2025-03-30,Office Supplies,Home Office,922.15,0.131,328.09
ORD001705,CUST00118,PROD0110,2024-02-03,Furniture,Corporate,783.18,0.297,125.12
ORD001706,CUST00215,PROD0106,2023-09-16,Furniture,Consumer,682.83,0.155,101.44
ORD001707,CUST00272,PROD0147,2024-09-17,Technology,Corporate,232.21,0.293,52.07
ORD001708,CUST00168,PROD0133,2025-02-24,Technology,Corporate,313.43,0.277,78.6
ORD001709,CUST00303,PROD0142,2025-05-20,Office Supplies,Corporate,28.84,0.295,8.98
ORD001710,CUST00224,PROD0116,2024-10-16,Technology,Home Office,564.04,0.211,201.82
ORD001711,CUST00388,PROD0139,2024-10-27,Furniture,Consumer,481.54,0.294,110.22
ORD001712,CUST00224,PROD0137,2024-07-22,Office Supplies,Corporate,614.37,0.282,165.2
ORD001713,CUST00043,PROD0149,2025-03-13,Office Supplies,Home Office,173.48,0.063,48.42
ORD001714,CUST00372,PROD0005,2024-11-30,Furniture,Corporate,454.64,0.028,49.4
ORD001715,CUST00164,PROD0101,2024-09-14,Office Supplies,Home Office,489.99,0.153,68.11
ORD001716,CUST00245,PROD0131,2024-12-13,Furniture,Corporate,135.75,0.003,40.42
ORD001717,CUST00096,PROD0099,2024-02-06,Furniture,Corporate,211.85,0.271,24.27
ORD001718,CUST00269,PROD0145,2024-05-17,Office Supplies,Consumer,897.96,0.075,297.03
ORD001719,CUST00225,PROD0148,2025-04-01,Technology,Home Office,162.81,0.063,47.52
ORD001720,CUST00075,PROD0050,2024-09-01,Office Supplies,Consumer,584.02,0.206,107.59
ORD001721,CUST00049,PROD0120,2023-12-08,Office Supplies,Home Office,431.7,0.113,81.63
ORD001722,CUST00166,PROD0101,2025-03-28,Furniture,Home Office,941.24,0.108,165.03
ORD001723,CUST00197,PROD0045,2024-07-15,Office Supplies,Home Office,407.69,0.274,129.73
ORD001724,CUST00322,PROD0061,2023-07-23,Office Supplies,Consumer,264.75,0.095,86.99
ORD001725,CUST00296,PROD0131,2024-03-14,Technology,Corporate,781.1,0.093,119.36
ORD001726,CUST00256,PROD0062,2025-04-02,Office Supplies,Corporate,439.04,0.111,160.59
ORD001727,CUST00030,PROD0043,2024-01-18,Furniture,Home Office,833.78,0.147,300.04
ORD001728,CUST00238,PROD0009,2023-09-08,Furniture,Consumer,555.69,0.234,204.65
ORD001729,CUST00257,PROD0073,2025-01-16,Technology,Consumer,134.1,0.287,17.69
ORD001730,CUST00322,PROD0034,2023-09-24,Office Supplies,Consumer,384.69,0.225,101.12
ORD001731,CUST00103,PROD0070,2023-11-28,Office Supplies,Consumer,31.71,0.272,11.64
ORD001732,CUST00388,PROD0034,2023-10-22,Furniture,Consumer,849.16,0.124,288.12
ORD001733,CUST00380,PROD0027,2023-10-09,Office Supplies,Consumer,668.53,0.035,99.32
ORD001734,CUST00372,PROD0107,2024-07-12,Technology,Corporate,619.65,0.197,189.22
ORD001735,CUST00075,PROD0044,2024-10-26,Office Supplies,Corporate,191.08,0.157,35.75
ORD001736,CUST00175,PROD0005,2025-02-16,Technology,Corporate,49.56,0.245,7.47
ORD001737,CUST00032,PROD0055,2025-05-07,Office Supplies,Home Office,642.83,0.243,205.8
ORD001738,CUST00154,PROD0070,2023-08-25,Technology,Consumer,205.88,0.008,34.93
ORD001739,CUST00381,PROD0034,2024-05-22,Office Supplies,Consumer,640.64,0.101,211.89
ORD001740,CUST00149,PROD0133,2025-06-03,Technology,Home Office,587.57,0.07,215.09
ORD001741,CUST00301,PROD0110,2023-09-16,Office Supplies,Consumer,397.98,0.101,40.61
ORD001742,CUST00210,PROD0071,2024-04-21,Furniture,Corporate,98.71,0.153,18.55
ORD001743,CUST00351,PROD0023,2024-03-23,Furniture,Corporate,930.56,0.256,361.85
ORD001744,CUST00007,PROD0105,2023-07-06,Furniture,Corporate,678.83,0.092,226.04
ORD001745,CUST00357,PROD0060,2024-03-08,Office Supplies,Corporate,316.23,0.093,69.07
ORD001746,CUST00226,PROD0051,2024-11-03,Office Supplies,Corporate,370.69,0.131,145.29
ORD001747,CUST00082,PROD0097,2025-03-11,Furniture,Corporate,692.68,0.246,118.09
ORD001748,CUST00203,PROD0046,2023-10-07,Office Supplies,Consumer,987.76,0.225,240.48
ORD001749,CUST00258,PROD0112,2025-01-08,Office Supplies,Consumer,286.94,0.241,37.97
ORD001750,CUST00053,PROD0065,2024-06-20,Furniture,Consumer,296.12,0.235,53.86
ORD001751,CUST00334,PROD0096,2024-03-11,Office Supplies,Home Office,645.68,0.085,239.45
ORD001752,CUST00307,PROD0112,2024-04-20,Furniture,Corporate,603.65,0.066,212.99
ORD001753,CUST00108,PROD0141,2023-08-18,Technology,Home Office,196.59,0.147,54.13
ORD001754,CUST00036,PROD0038,2024-11-02,Office Supplies,Consumer,848.24,0.146,274.55
ORD001755,CUST00044,PROD0045,2025-03-31,Technology,Home Office,160.72,0.009,24.48
ORD001756,CUST00006,PROD0091,2024-02-04,Furniture,Corporate,507.31,0.06,168.57
ORD001757,CUST00374,PROD0038,2024-04-12,Office Supplies,Consumer,850.44,0.109,208.91
ORD001758,CUST00376,PROD0039,2024-10-01,Office Supplies,Consumer,640.54,0.102,161.03
ORD001759,CUST00248,PROD0146,2023-10-09,Office Supplies,Home Office,378.54,0.219,122.22
ORD001760,CUST00233,PROD0052,2023-11-17,Office Supplies,Corporate,729.69,0.276,154.82
ORD001761,CUST00311,PROD0072,2024-06-13,Office Supplies,Corporate,964.43,0.262,228.57
ORD001762,CUST00118,PROD0090,2024-10-08,Technology,Home Office,689.42,0.217,90.3
ORD001763,CUST00247,PROD0088,2023-08-23,Technology,Home Office,251.9,0.022,52.44
ORD001764,CUST00394,PROD0093,2024-03-10,Office Supplies,Consumer,717.51,0.124,254.83
ORD001765,CUST00332,PROD0127,2023-10-19,Office Supplies,Consumer,107.66,0.224,39.15
ORD001766,CUST00062,PROD0002,2025-05-13,Office Supplies,Home Office,325.18,0.056,40.89
ORD001767,CUST00068,PROD0138,2025-01-27,Furniture,Corporate,337.28,0.108,55.63
ORD001768,CUST00344,PROD0003,2024-01-08,Office Supplies,Corporate,87.42,0.226,27.3
ORD001769,CUST00332,PROD0110,2024-03-22,Furniture,Corporate,376.83,0.23,60.54
ORD001770,CUST00266,PROD0074,2023-07-16,Furniture,Consumer,606.95,0.043,83.29
ORD001771,CUST00038,PROD0039,2024-07-14,Technology,Corporate,473.44,0.187,101.83
ORD001772,CUST00082,PROD0064,2024-03-14,Furniture,Home Office,55.7,0.162,14.34
ORD001773,CUST00299,PROD0031,2024-06-04,Furniture,Corporate,366.9,0.119,65.31
ORD001774,CUST00174,PROD0033,2024-01-03,Office Supplies,Corporate,49.56,0.297,6.22
ORD001775,CUST00231,PROD0015,2023-11-27,Office Supplies,Consumer,567.3,0.011,122.15
ORD001776,CUST00326,PROD0116,2024-05-19,Furniture,Corporate,416.38,0.11,67.59
ORD001777,CUST00297,PROD0057,2025-04-08,Office Supplies,Corporate,660.39,0.059,79.46
ORD001778,CUST00004,PROD0054,2025-05-23,Office Supplies,Corporate,205.56,0.049,55.22
ORD001779,CUST00275,PROD0081,2024-04-09,Technology,Home Office,377.31,0.083,115.78
ORD001780,CUST00200,PROD0006,2025-05-04,Office Supplies,Corporate,537.24,0.002,164.52
ORD001781,CUST00179,PROD0047,2024-04-20,Office Supplies,Home Office,199.9,0.083,33.71
ORD001782,CUST00245,PROD0129,2023-08-15,Technology,Home Office,159.23,0.017,18.23
ORD001783,CUST00032,PROD0101,2024-12-18,Furniture,Consumer,157.22,0.125,43.48
ORD001784,CUST00315,PROD0041,2023-12-09,Furniture,Consumer,98.76,0.176,36.15
